client_id,total_spend,avg_spend,transaction_count,spending_volatility,engagement_score,spending_tier,volatility_level,wellness_score,wellness_category,high_value_customer,digital_transaction_ratio,digital_persona,last_transaction_date,days_since_last_transaction,churn_risk,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1449,4468.69,29.991208053691274,149,58.243300901323394,101.3964832214765,Moderate Spender,Moderate,56.94870223584271,Moderate Wellness,0,0.040268456375838924,Traditional User,2019-09-24 09:15:00,37,High Risk,1449,66,63,1953,6,Male,5807 Lincoln Street,32.61,-83.63,15334.0,28104.0,12054.0,751,3
1451,15987.41,47.16050147492626,339,80.81734584110662,222.2642005899705,Premium Spender,Moderate,133.58468127425655,Healthy,1,0.07079646017699115,Traditional User,2019-10-22 11:21:00,9,Active,1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,20979.0,17078.0,25245.0,719,4
1452,10512.14,26.14960199004975,402,101.4605705601679,251.6598407960199,High Spender,Moderate,148.35276648498137,Healthy,0,0.017412935323383085,Traditional User,2019-10-16 13:26:00,15,Active,1452,46,59,1973,5,Female,524 Ocean Drive,29.76,-95.38,95039.0,193773.0,241571.0,660,1
1453,6822.3,25.744528301886792,265,56.63520882506953,169.2978113207547,Moderate Spender,Moderate,102.39631672555214,Healthy,0,0.06037735849056604,Traditional User,2019-10-19 22:10:00,11,Active,1453,37,73,1982,11,Female,4830 Ocean Drive,33.73,-87.28,17716.0,36122.0,51593.0,641,2
1455,2913.16,24.48033613445378,119,77.51084716799073,81.1921344537815,Low Spender,Moderate,39.441931406737986,Low Wellness,0,0.10084033613445378,Traditional User,2019-10-20 10:28:00,11,Active,1455,36,67,1983,12,Male,83 Sixth Drive,32.72,-117.09,16838.0,34330.0,15223.0,713,4
1456,12418.539999999999,68.23373626373626,182,67.72069763909435,136.4934945054945,High Spender,Moderate,79.725981351302,Moderate Wellness,0,0.04945054945054945,Traditional User,2019-10-28 05:55:00,3,Active,1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,15316.0,31231.0,40499.0,681,3
1458,5199.07,70.2577027027027,74,135.62608044690322,72.50308108108108,Moderate Spender,Moderate,23.552094721430166,Low Wellness,0,0.13513513513513514,Traditional User,2019-10-08 13:47:00,23,Active,1458,32,66,1987,6,Male,6106 Norfolk Boulevard,30.06,-89.93,17536.0,35755.0,61748.0,708,4
1459,5862.69,18.09472222222222,324,56.468242629102576,201.63788888888888,Moderate Spender,Moderate,123.73476814084614,Healthy,0,0.015432098765432098,Traditional User,2019-09-27 10:06:00,34,High Risk,1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,15385.0,31369.0,0.0,707,3
1461,4876.32,25.13567010309278,194,51.77878228719261,126.4542680412371,Moderate Spender,Moderate,74.78494457348933,Moderate Wellness,0,0.041237113402061855,Traditional User,2019-09-22 09:46:00,39,High Risk,1461,41,72,1978,12,Female,691 Valley Drive,41.24,-81.82,23559.0,48038.0,83238.0,704,6
1463,9109.57,28.91926984126984,315,58.7677096639532,200.56770793650793,High Spender,Moderate,122.92223901959032,Healthy,0,0.01904761904761905,Traditional User,2019-10-27 18:38:00,4,Active,1463,80,69,1940,1,Female,221 Catherine Boulevard,42.15,-74.53,14515.0,9766.0,66.0,732,4
1464,10117.79,70.75377622377623,143,72.51536035246714,114.10151048951049,High Spender,Moderate,63.92306079663945,Moderate Wellness,0,0.03496503496503497,Traditional User,2019-10-24 12:24:00,7,Active,1464,63,61,1957,1,Female,99 Valley Stream Street,42.8,-73.92,30839.0,49569.0,58019.0,682,2
1466,6546.12,31.471730769230767,208,29.665227646008105,137.3886923076923,Moderate Spender,Stable,86.70847370156761,Moderate Wellness,0,0.1346153846153846,Traditional User,2019-10-02 18:10:00,29,Active,1466,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,17624.0,35933.0,23451.0,812,2
1467,5559.54,42.11772727272727,132,89.44507741728772,96.04709090909091,Moderate Spender,Moderate,47.54630269836065,Low Wellness,0,0.19696969696969696,Traditional User,2019-10-10 11:12:00,21,Active,1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,26120.0,53254.0,131334.0,736,1
1470,4054.46,39.749607843137255,102,81.87333451616092,77.0998431372549,Moderate Spender,Moderate,36.350215449709,Low Wellness,0,0.08823529411764706,Traditional User,2019-10-08 21:50:00,22,Active,1470,88,57,1931,9,Male,636 Main Avenue,30.79,-98.43,13088.0,22371.0,994.0,700,4
1471,3797.24,38.3559595959596,99,38.416793413318814,74.74238383838383,Moderate Spender,Stable,43.42342919612412,Low Wellness,0,0.06060606060606061,Traditional User,2019-09-01 11:14:00,60,High Risk,1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,35.1,-90.0,10730.0,21876.0,20169.0,786,2
1473,3983.07,34.33681034482759,116,77.9465775872406,83.33472413793103,Moderate Spender,Moderate,41.111727586000164,Low Wellness,0,0.04310344827586207,Traditional User,2019-09-30 09:24:00,31,High Risk,1473,51,67,1968,11,Female,6541 Fourth Drive,37.04,-93.29,20316.0,41427.0,53773.0,850,3
1475,8205.21,27.53426174496644,298,67.86485133527914,189.81370469798657,High Spender,Moderate,113.8873082564341,Healthy,0,0.02348993288590604,Traditional User,2019-10-12 15:17:00,19,Active,1475,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,22778.0,42306.0,472.0,725,5
1477,3668.84,29.350720000000003,125,68.80499683157865,86.740288,Moderate Spender,Moderate,45.04421663368427,Low Wellness,0,0.048,Traditional User,2019-10-15 13:53:00,16,Active,1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,22934.0,46763.0,65106.0,696,3
1478,8432.71,51.10733333333333,165,109.31610170339047,119.44293333333333,High Spender,Moderate,59.4689796593219,Moderate Wellness,0,0.07878787878787878,Traditional User,2019-10-08 09:44:00,23,Active,1478,39,66,1980,10,Female,3863 River Avenue,38.93,-121.25,21829.0,44506.0,57994.0,849,3
1479,3650.34,35.09942307692308,104,87.36905706085399,76.43976923076923,Moderate Spender,Moderate,34.65601551090613,Low Wellness,0,0.25,Traditional User,2019-10-30 07:51:00,1,Active,1479,32,60,1987,11,Male,335 Main Street,33.72,-84.42,13059.0,26631.0,33950.0,805,1
1482,9327.67,53.607298850574715,174,100.61531180174416,125.84291954022987,High Spender,Moderate,65.55912729482358,Moderate Wellness,0,0.07471264367816093,Traditional User,2019-10-12 06:02:00,19,Active,1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,43725.0,89152.0,162012.0,675,1
1484,7529.14,29.070038610038612,259,60.486047186620404,167.02801544401547,High Spender,Moderate,100.22380214568751,Healthy,0,0.015444015444015444,Traditional User,2019-10-29 13:50:00,2,Active,1484,92,72,1927,8,Female,290 Forest Street,32.28,-110.73,30818.0,57732.0,2261.0,726,6
1485,6435.13,34.597473118279574,186,68.26784088416565,125.43898924731182,Moderate Spender,Moderate,71.12567375865075,Moderate Wellness,0,0.06451612903225806,Traditional User,2019-10-14 19:02:00,17,Active,1485,64,69,1955,10,Male,1350 Lake Drive,33.41,-96.57,24402.0,49756.0,89743.0,618,4
1486,1621.3400000000001,21.617866666666668,75,45.054248031208544,53.64714666666667,Low Spender,Stable,27.47451039375829,Low Wellness,0,0.09333333333333334,Traditional User,2019-10-04 10:10:00,27,Active,1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,11431.0,23307.0,31064.0,789,1
1487,15630.37,81.83439790575916,191,125.12040901521851,147.33375916230366,Premium Spender,Moderate,75.92623756868406,Moderate Wellness,1,0.05235602094240838,Traditional User,2019-10-28 12:02:00,3,Active,1487,59,69,1961,2,Female,4793 North Street,40.69,-80.01,39464.0,80464.0,76261.0,727,3
1488,5046.84,38.233636363636364,132,78.86520419346827,94.49345454545455,Moderate Spender,Moderate,48.49705007039726,Low Wellness,0,0.06818181818181818,Traditional User,2019-10-30 19:34:00,1,Active,1488,34,66,1985,11,Female,6427 12th Boulevard,41.65,-81.43,20155.0,41091.0,86837.0,695,6
1490,7083.36,43.19121951219512,164,112.15815568036157,115.67648780487804,High Spender,Moderate,56.12573471758623,Moderate Wellness,0,0.018292682926829267,Traditional User,2019-10-22 15:24:00,9,Active,1490,30,69,1989,4,Female,145 Spruce Street,39.86,-104.86,20522.0,41839.0,46226.0,761,4
1492,5941.9,35.58023952095808,167,59.67528604877002,114.43209580838324,Moderate Spender,Moderate,65.53901464653342,Moderate Wellness,0,0.08982035928143713,Traditional User,2019-10-27 16:44:00,4,Active,1492,63,58,1957,2,Female,2883 Ocean View Boulevard,47.32,-121.99,32697.0,56635.0,13015.0,786,8
1493,11290.36,78.95356643356644,143,77.00774433714575,117.38142657342658,High Spender,Moderate,65.48452106264078,Moderate Wellness,0,0.07692307692307693,Traditional User,2019-10-03 13:44:00,28,Active,1493,30,65,1989,11,Male,136 Spruce Street,38.22,-122.55,26748.0,54537.0,121987.0,765,4
1494,2249.1,39.45789473684211,57,57.04522853894224,49.98315789473684,Low Spender,Moderate,23.228322713264184,Low Wellness,0,0.10526315789473684,Traditional User,2019-10-28 11:42:00,3,Active,1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,14191.0,28931.0,34511.0,711,4
1495,9270.19,51.50105555555556,180,60.932248201971156,128.60042222222222,High Spender,Moderate,75.26386702627244,Moderate Wellness,0,0.027777777777777776,Traditional User,2019-09-29 10:49:00,32,High Risk,1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114.0,63433.0,122550.0,770,7
1497,6978.79,53.27320610687023,131,80.19497203946791,99.9092824427481,Moderate Spender,Moderate,52.3429674241675,Moderate Wellness,0,0.0916030534351145,Traditional User,2019-10-22 10:43:00,9,Active,1497,55,64,1964,12,Female,292 Tenth Street,38.53,-121.44,17435.0,35553.0,76077.0,623,1
1498,7336.38,54.749104477611944,134,102.73216887859556,102.29964179104476,High Spender,Moderate,49.47829756756447,Low Wellness,0,0.06716417910447761,Traditional User,2019-08-04 10:19:00,88,High Risk,1498,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911.0,50790.0,3547.0,726,4
1499,1765.32,29.422,60,63.75602649613816,47.7688,Low Spender,Moderate,20.075394700772364,Low Wellness,0,0.03333333333333333,Traditional User,2019-08-26 07:56:00,66,High Risk,1499,46,62,1973,11,Male,8738 Fourth Street,41.97,-88.14,20248.0,41287.0,88151.0,662,1
1500,7984.18,49.285061728395064,162,119.53720878780291,116.91402469135804,High Spender,Moderate,55.67807676095793,Moderate Wellness,0,0.10493827160493827,Traditional User,2019-10-08 07:33:00,23,Active,1500,53,66,1967,1,Male,270 Plum Street,38.44,-121.3,25949.0,52904.0,144534.0,680,4
1503,2854.16,27.71029126213592,103,83.63249932910038,72.88411650485436,Low Spender,Moderate,32.7865875128207,Low Wellness,0,0.038834951456310676,Traditional User,2019-10-21 13:11:00,10,Active,1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102.0,43021.0,86014.0,725,4
1504,3549.98,31.415752212389382,113,60.694948804382584,80.36630088495575,Moderate Spender,Moderate,42.4857359028403,Low Wellness,0,0.02654867256637168,Traditional User,2019-10-21 12:17:00,10,Active,1504,85,71,1934,7,Male,5993 12th Lane,33.57,-101.87,12187.0,12826.0,1550.0,734,5
1507,4495.57,43.646310679611645,103,94.26587999564588,79.25852427184466,Moderate Spender,Moderate,35.44071720475432,Low Wellness,0,0.07766990291262135,Traditional User,2019-10-21 16:34:00,10,Active,1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,21749.0,44344.0,82822.0,744,3
1508,2279.19,23.496804123711343,97,48.35627248494569,67.59872164948453,Low Spender,Stable,36.17778674012426,Low Wellness,0,0.061855670103092786,Traditional User,2019-10-31 16:47:00,0,Active,1508,66,69,1953,4,Female,8929 Essex Drive,39.16,-86.52,19125.0,38999.0,64875.0,747,4
1509,6148.09,29.276619047619047,210,70.69985454055148,137.71064761904762,Moderate Spender,Moderate,78.64301480617542,Moderate Wellness,0,0.047619047619047616,Traditional User,2019-10-31 16:03:00,0,Active,1509,67,71,1952,8,Female,1429 Summit Drive,39.38,-76.55,23096.0,47087.0,92489.0,820,5
1510,2539.28,79.3525,32,109.46014711506471,50.941,Low Spender,Moderate,14.713720576987058,Low Wellness,0,0.15625,Traditional User,2013-07-31 17:43:00,2283,High Risk,1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118.0,24845.0,50658.0,72806.0,764,2
1511,6345.43,39.169320987654324,162,53.63804651269067,112.86772839506173,Moderate Spender,Moderate,65.82318699375816,Moderate Wellness,0,0.07407407407407407,Traditional User,2019-10-28 08:40:00,3,Active,1511,43,66,1977,1,Male,18 Norfolk Boulevard,43.07,-89.38,23680.0,48279.0,114254.0,719,2
1512,5253.89,30.369306358381504,173,93.65347808627078,115.9477225433526,Moderate Spender,Moderate,59.5800962902603,Moderate Wellness,0,0.05202312138728324,Traditional User,2019-10-16 07:11:00,15,Active,1512,44,65,1975,6,Male,6995 North Drive,39.77,-86.14,32865.0,67008.0,81402.0,778,8
1513,9560.08,55.260578034682084,173,91.928351010074,125.90423121387283,High Spender,Moderate,67.39250320838983,Moderate Wellness,0,0.04046242774566474,Traditional User,2019-10-28 13:03:00,3,Active,1513,48,66,1972,2,Male,8849 West Drive,41.3,-73.13,32240.0,65736.0,206000.0,733,3
1514,4879.2699999999995,51.90712765957446,94,91.90286045862854,77.16285106382978,Moderate Spender,Moderate,34.791566206146626,Low Wellness,0,0.0,Traditional User,2019-09-29 12:36:00,32,High Risk,1514,53,58,1966,11,Female,6733 Third Boulevard,41.37,-82.1,18110.0,36925.0,89762.0,721,5
1515,6577.5,49.82954545454545,132,58.90477500912622,99.13181818181819,Moderate Spender,Moderate,55.96790863453839,Moderate Wellness,0,0.10606060606060606,Traditional User,2019-10-23 11:05:00,8,Active,1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,20983.0,30457.0,19314.0,520,5
1516,7347.29,32.36691629955947,227,79.40329634832351,149.14676651982379,High Spender,Moderate,84.62941562020315,Moderate Wellness,0,0.039647577092511016,Traditional User,2019-10-20 14:43:00,11,Active,1516,38,67,1981,3,Male,909 Eighth Street,37.44,-121.87,33758.0,68827.0,35669.0,755,2
1517,8151.6,52.253846153846155,156,90.3428544576895,114.50153846153846,High Spender,Moderate,60.007582954615955,Moderate Wellness,0,0.0641025641025641,Traditional User,2019-09-29 08:56:00,32,High Risk,1517,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,60593.0,123540.0,236393.0,764,4
1518,6602.02,52.81616,125,66.88815218614894,96.126464,Moderate Spender,Moderate,52.46721756277021,Moderate Wellness,0,0.144,Traditional User,2019-10-31 21:19:00,0,Active,1518,62,70,1957,8,Male,313 Martin Luther King Boulevard,34.47,-86.8,18533.0,37785.0,81500.0,745,3
1519,5388.5,33.88993710691824,159,69.89481816957566,108.95597484276729,Moderate Spender,Moderate,59.78801749816034,Moderate Wellness,0,0.018867924528301886,Traditional User,2019-10-24 10:22:00,7,Active,1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625.0,40012.0,59472.0,849,4
1520,11501.08,49.57362068965517,232,68.50218252783105,159.02944827586205,High Spender,Moderate,93.97164970133035,Moderate Wellness,0,0.05172413793103448,Traditional User,2019-09-08 20:35:00,53,High Risk,1520,67,65,1952,10,Male,8787 Rose Avenue,37.72,-122.44,22549.0,47213.0,1082.0,789,5
1521,4047.04,47.05860465116279,86,90.10838084887867,70.42344186046512,Moderate Spender,Moderate,30.4959052255731,Low Wellness,0,0.023255813953488372,Traditional User,2019-08-04 18:38:00,88,High Risk,1521,71,71,1948,3,Female,557 Burns Boulevard,32.75,-97.77,19120.0,19581.0,21424.0,706,3
1523,3593.77,28.29740157480315,127,93.3846364374766,87.51896062992127,Moderate Spender,Moderate,40.61229318494563,Low Wellness,0,0.25984251968503935,Traditional User,2019-10-18 16:46:00,13,Active,1523,61,73,1958,10,Female,7561 Valley Avenue,36.07,-79.82,19453.0,39661.0,74740.0,850,4
1525,3485.6,21.64968944099379,161,59.95960115384315,105.25987577639751,Moderate Spender,Moderate,58.90298660152952,Moderate Wellness,0,0.055900621118012424,Traditional User,2019-10-12 14:50:00,19,Active,1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,19126.0,38994.0,0.0,728,4
1526,4761.09,52.31967032967033,91,60.5819700617005,75.52786813186813,Moderate Spender,Moderate,39.97950708656099,Low Wellness,0,0.08791208791208792,Traditional User,2019-06-01 18:15:00,152,High Risk,1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,16742.0,34137.0,80467.0,671,4
1527,1781.01,59.367,30,102.32793029410817,41.7468,Low Spender,Moderate,9.344513941178363,Low Wellness,0,0.03333333333333333,Traditional User,2019-10-15 15:18:00,16,Active,1527,66,67,1953,11,Female,1426 Fifth Avenue,43.32,-71.18,24779.0,50523.0,98763.0,578,1
1528,18083.64,55.8137037037037,324,44.03167219762096,216.7254814814815,Premium Spender,Stable,137.5377766715869,Healthy,1,0.030864197530864196,Traditional User,2019-10-12 15:32:00,19,Active,1528,78,73,1942,1,Female,324 Lafayette Drive,32.61,-93.28,17311.0,27992.0,1058.0,695,6
1529,11125.37,42.62593869731801,261,85.90543413668082,173.6503754789272,High Spender,Moderate,100.00669478185924,Healthy,0,0.038314176245210725,Traditional User,2019-10-26 12:35:00,5,Active,1529,51,69,1968,4,Male,310 Birch Avenue,26.23,-80.13,37424.0,76305.0,112785.0,692,3
1530,680.55,10.63359375,64,46.643604824315894,42.653437499999995,Low Spender,Stable,19.46135716013682,Low Wellness,0,0.046875,Traditional User,2019-07-09 15:55:00,114,High Risk,1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,0.0,1785.0,2892.0,732,3
1531,3009.06,28.122056074766355,107,52.51317738916835,75.44882242990654,Moderate Spender,Moderate,40.73398134459624,Low Wellness,0,0.08411214953271028,Traditional User,2019-09-25 13:51:00,36,High Risk,1531,34,62,1985,10,Male,801 River Street,34.47,-85.34,14514.0,29594.0,47766.0,792,1
1533,8514.77,64.99824427480917,131,67.33561808046564,104.59929770992366,High Spender,Moderate,58.43234966634963,Moderate Wellness,0,0.12213740458015267,Traditional User,2019-10-11 12:53:00,20,Active,1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,24233.0,49412.0,42378.0,830,3
1534,18648.91,59.77214743589744,312,131.9254507313852,211.10885897435895,Premium Spender,Moderate,116.3465540844922,Healthy,1,0.3076923076923077,Traditional User,2019-10-23 12:30:00,8,Active,1534,36,65,1983,7,Male,1531 North Lane,39.9,-74.99,39626.0,80794.0,3867.0,803,2
1535,6439.01,44.40696551724138,145,44.80092064598639,104.76278620689655,Moderate Spender,Stable,62.36190552597514,Moderate Wellness,0,0.10344827586206896,Traditional User,2019-10-30 22:05:00,0,Active,1535,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336.0,33311.0,65822.0,590,2
1538,6313.34,35.46820224719101,178,67.46453091227347,120.9872808988764,Moderate Spender,Moderate,68.3475544917026,Moderate Wellness,0,0.42134831460674155,Traditional User,2019-10-06 17:31:00,25,Active,1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,16494.0,23572.0,216.0,590,2
1540,11062.36,33.421027190332325,331,46.300136463270164,211.96841087613294,High Spender,Stable,133.16628086444567,Healthy,0,0.4652567975830816,Traditional User,2019-10-12 13:31:00,19,Active,1540,55,61,1964,9,Female,1513 Valley Boulevard,39.33,-84.54,21992.0,44839.0,63194.0,625,3
1541,8909.22,27.754579439252336,321,49.19947326852902,203.70183177570092,High Spender,Stable,126.88647917806989,Healthy,0,0.14018691588785046,Traditional User,2019-10-11 19:33:00,20,Active,1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,18353.0,37422.0,127116.0,681,5
1542,2700.56,28.42694736842105,95,34.15202227817102,68.37077894736842,Low Spender,Stable,39.697679754892114,Low Wellness,0,0.06315789473684211,Traditional User,2019-10-22 00:40:00,9,Active,1542,46,69,1973,12,Female,515 South Street,41.47,-81.67,27250.0,55565.0,34039.0,731,2
1543,15350.210000000001,49.51680645161291,310,56.41890099465443,205.80672258064516,Premium Spender,Moderate,127.571261736553,Healthy,1,0.3580645161290323,Traditional User,2019-10-16 06:37:00,15,Active,1543,31,68,1988,10,Female,5857 12th Avenue,34.14,-118.46,51976.0,105963.0,106266.0,684,4
1544,7336.86,65.50767857142857,112,86.0663418425927,93.40307142857144,High Spender,Moderate,47.23903520291003,Low Wellness,0,0.19642857142857142,Traditional User,2019-10-08 16:28:00,23,Active,1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,16351.0,33339.0,83353.0,679,2
1546,6624.7,56.141525423728815,118,123.06871153971815,93.25661016949152,Moderate Spender,Moderate,39.42871531917502,Low Wellness,0,0.025423728813559324,Traditional User,2019-09-08 15:18:00,53,High Risk,1546,48,61,1971,11,Male,70 Second Drive,43.3,-71.33,19781.0,40336.0,144284.0,668,4
1549,5687.46,59.244375,96,104.30679195539626,81.29775,Moderate Spender,Moderate,35.31195410892076,Low Wellness,0,0.19791666666666666,Traditional User,2019-07-30 19:57:00,93,High Risk,1549,68,74,1952,1,Male,731 Martin Luther King Boulevard,29.76,-95.38,31072.0,63355.0,140526.0,747,5
1551,15769.9,78.06881188118811,202,67.01616400826255,152.42752475247522,Premium Spender,Moderate,90.81741076270393,Moderate Wellness,1,0.28217821782178215,Traditional User,2019-10-05 16:50:00,26,Active,1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510.0,35699.0,63264.0,687,5
1552,6811.4,74.85054945054945,91,52.93818416821721,84.54021978021979,Moderate Spender,Moderate,48.267528001521384,Low Wellness,0,0.054945054945054944,Traditional User,2019-09-15 13:36:00,46,High Risk,1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,22290.0,45450.0,85218.0,686,3
1555,1541.26,55.045,28,78.80802523056101,38.818,Low Spender,Moderate,11.9518949538878,Low Wellness,0,0.25,Traditional User,2019-08-16 14:10:00,76,High Risk,1555,28,64,1991,6,Female,5367 Pine Avenue,34.01,-86.01,19474.0,39708.0,113715.0,717,3
1556,4220.42,44.42547368421053,95,90.52898067503284,74.77018947368421,Moderate Spender,Moderate,33.221845970256595,Low Wellness,0,0.10526315789473684,Traditional User,2019-08-29 16:41:00,63,High Risk,1556,30,67,1989,7,Female,594 Mountain View Street,46.8,-100.76,23679.0,48277.0,110153.0,740,4
1557,1723.52,23.60986301369863,73,87.00028215939479,53.24394520547945,Low Spender,Moderate,18.882902472230633,Low Wellness,0,0.1232876712328767,Traditional User,2019-06-18 14:48:00,135,High Risk,1557,50,66,1970,2,Female,2516 Essex Drive,45.45,-122.79,23687.0,48295.0,109558.0,707,3
1558,13017.06,64.4408910891089,202,58.62152727367761,146.97635643564354,High Spender,Moderate,88.40796187199717,Moderate Wellness,0,0.6633663366336634,Digital First,2019-10-21 18:03:00,10,Active,1558,47,65,1973,2,Female,675 Little Creek Drive,40.64,-73.94,25172.0,51330.0,106161.0,597,2
1559,15268.75,31.417181069958847,486,70.07033514178887,304.1668724279835,Premium Spender,Moderate,189.81108729262988,Healthy,1,0.11316872427983539,Traditional User,2019-10-30 20:17:00,1,Active,1559,56,67,1963,12,Female,607 George Boulevard,34.05,-84.67,28862.0,58846.0,126806.0,746,3
1560,4464.98,50.16831460674157,89,63.68862630792728,73.46732584269662,Moderate Spender,Moderate,37.91276912043702,Low Wellness,0,0.02247191011235955,Traditional User,2019-10-28 11:39:00,3,Active,1560,61,60,1958,5,Female,1861 Fourth Boulevard,42.61,-94.14,18849.0,18452.0,16827.0,741,6
1561,6431.48,43.16429530201342,149,105.15591984630737,106.66571812080537,Moderate Spender,Moderate,51.518104621342545,Moderate Wellness,0,0.03355704697986577,Traditional User,2019-09-26 08:25:00,35,High Risk,1561,78,67,1941,5,Female,245 Martin Luther King Drive,35.0,-80.94,26707.0,51014.0,23366.0,759,4
1562,3393.2799999999997,34.98226804123711,97,106.96998488190853,72.19290721649485,Moderate Spender,Moderate,27.90068343598943,Low Wellness,0,0.16494845360824742,Traditional User,2019-09-09 14:12:00,52,High Risk,1562,38,65,1982,2,Female,8 Hillside Lane,36.26,-94.69,12517.0,25524.0,69401.0,759,3
1563,5369.15,24.07690582959641,223,46.317511309401084,143.43076233183854,Moderate Spender,Stable,87.1595694869987,Moderate Wellness,0,0.03587443946188341,Traditional User,2019-10-05 14:42:00,26,Active,1563,49,67,1970,8,Female,924 Spruce Street,33.96,-118.27,11073.0,22583.0,62461.0,683,4
1564,2909.7799999999997,27.194205607476633,107,79.20481124653251,75.07768224299066,Low Spender,Moderate,35.11729943293649,Low Wellness,0,0.11214953271028037,Traditional User,2019-10-08 10:28:00,23,Active,1564,35,65,1984,10,Male,55 Ocean View Street,35.2,-101.81,18613.0,37947.0,49951.0,683,3
1567,8982.3,66.04632352941177,136,67.93987691534576,108.0185294117647,High Spender,Moderate,60.625921675754384,Moderate Wellness,0,0.07352941176470588,Traditional User,2019-10-25 05:50:00,6,Active,1567,43,68,1976,8,Female,7874 Wessex Street,42.1,-76.26,19901.0,40576.0,54011.0,747,2
1568,9878.58,67.20122448979592,147,74.1439510173484,115.08048979591837,High Spender,Moderate,64.1315771434691,Moderate Wellness,0,0.061224489795918366,Traditional User,2019-07-18 17:17:00,105,High Risk,1568,47,67,1972,5,Female,3816 Spruce Drive,40.67,-73.39,21077.0,42976.0,58765.0,748,3
1569,6781.16,54.68677419354839,124,77.61377620098274,96.27470967741935,Moderate Spender,Moderate,50.48327701786798,Moderate Wellness,0,0.07258064516129033,Traditional User,2019-10-10 14:22:00,21,Active,1569,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,20153.0,39082.0,16870.0,722,4
1571,6289.4,72.2919540229885,87,125.33038982457234,81.1167816091954,Moderate Spender,Moderate,31.42150824198208,Low Wellness,0,0.16091954022988506,Traditional User,2019-09-21 15:30:00,40,High Risk,1571,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,25166.0,51316.0,0.0,759,6
1575,24222.78,54.1896644295302,447,60.969306180040135,289.8758657718121,Premium Spender,Moderate,182.86303809285104,Healthy,1,0.15436241610738255,Traditional User,2019-10-28 13:27:00,3,Active,1575,51,68,1968,5,Female,23 12th Boulevard,27.19,-82.49,28272.0,57646.0,127892.0,724,4
1576,8287.78,41.438900000000004,200,84.99077650690238,136.57556,High Spender,Moderate,75.43351469861952,Moderate Wellness,0,0.015,Traditional User,2019-09-18 08:23:00,43,High Risk,1576,88,65,1932,1,Female,2947 Lake Lane,42.66,-83.38,24578.0,36764.0,839.0,712,8
1577,4213.71,45.80119565217392,92,113.97324586621188,73.52047826086957,Moderate Spender,Moderate,27.745709522409804,Low Wellness,0,0.07608695652173914,Traditional User,2019-09-29 06:11:00,32,High Risk,1577,53,66,1966,12,Male,153 Wessex Drive,27.33,-82.54,19983.0,40745.0,18371.0,718,4
1579,4573.73,32.209366197183094,142,53.5132884566013,98.08374647887324,Moderate Spender,Moderate,55.76015216783467,Moderate Wellness,0,0.035211267605633804,Traditional User,2019-09-22 08:34:00,39,High Risk,1579,81,70,1938,6,Female,7673 Plum Drive,27.95,-82.48,18881.0,28594.0,1821.0,728,5
1581,5056.09,17.92939716312057,282,33.6864208889032,176.3717588652482,Moderate Spender,Stable,111.44153497115555,Healthy,0,0.01773049645390071,Traditional User,2019-10-26 16:00:00,5,Active,1581,38,65,1981,11,Female,9324 Catherine Street,38.42,-90.36,21744.0,44334.0,55173.0,684,5
